1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00009,1.00049,1.00189,1.00508,1.00886,1.00994,1.01018,1.01023,1.01023,1.01022,1.01014,1.00974,1.00834,1.00516,1.00137
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00003,1.0002,1.00112,1.00457,1.013,1.02379,1.02758,1.02865,1.0289,1.02894,1.02892,1.02875,1.02783,1.02437,1.01595,1.00516,1.00137
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00004,1.00035,1.00209,1.00913,1.02751,1.05305,1.06385,1.06763,1.06871,1.06895,1.06895,1.06865,1.06691,1.05987,1.04149,1.01595,1.00516,1.00137
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00006,1.00051,1.00325,1.0152,1.04877,1.09948,1.12502,1.13581,1.1396,1.14067,1.14086,1.14046,1.13771,1.12577,1.0922,1.04149,1.01595,1.00516,1.00137
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00007,1.00061,1.00423,1.02126,1.073,1.1583,1.20901,1.23455,1.24534,1.24912,1.25014,1.24984,1.24626,1.22924,1.1775,1.0922,1.04149,1.01595,1.00516,1.00137
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00006,1.00061,1.00461,1.02512,1.0928,1.21508,1.30037,1.35109,1.37662,1.38741,1.39114,1.39167,1.38791,1.36745,1.29978,1.1775,1.0922,1.04149,1.01595,1.00515,1.00137
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00004,1.00051,1.00423,1.02512,1.10049,1.25046,1.37274,1.45804,1.50875,1.53429,1.54504,1.54836,1.54572,1.52507,1.44974,1.29976,1.17748,1.09218,1.04147,1.01594,1.00514,1.00136
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00003,1.00035,1.00325,1.02126,1.0928,1.25046,1.40044,1.52272,1.60802,1.65873,1.68424,1.69471,1.69558,1.67863,1.6073,1.44963,1.29965,1.17737,1.09207,1.04136,1.01583,1.00503,1.00126
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.0002,1.00209,1.0152,1.073,1.21508,1.37274,1.52272,1.645,1.7303,1.781,1.80634,1.8152,1.80576,1.7488,1.60673,1.44906,1.29908,1.1768,1.0915,1.04079,1.01526,1.00451,1.00084
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00009,1.00112,1.00913,1.04877,1.1583,1.30037,1.45804,1.60802,1.7303,1.81559,1.86618,1.89056,1.89288,1.85605,1.74652,1.60444,1.44677,1.2968,1.17452,1.08922,1.03854,1.01314,1.0028,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00004,1.00049,1.00457,1.02751,1.09948,1.20901,1.35109,1.50875,1.65873,1.781,1.86618,1.91604,1.9361,1.92077,1.8488,1.73927,1.59719,1.43952,1.28955,1.16728,1.08206,1.03175,1.00761,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00017,1.00189,1.013,1.05305,1.12502,1.23455,1.37662,1.53429,1.68424,1.80634,1.89056,1.9361,1.94211,1.90205,1.83008,1.72055,1.57848,1.42081,1.27086,1.14875,1.06437,1.01712,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00005,1.00063,1.00508,1.02379,1.06385,1.13581,1.24534,1.38741,1.54504,1.69471,1.8152,1.89288,1.92077,1.90205,1.862,1.79003,1.6805,1.53843,1.3808,1.23113,1.11059,1.03233,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00017,1.00161,1.00886,1.02758,1.06763,1.1396,1.24912,1.39114,1.54836,1.69558,1.80576,1.85605,1.8488,1.83008,1.79003,1.71806,1.60854,1.46652,1.30929,1.16207,1.05173,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1.00003,1.00041,1.00269,1.00994,1.02865,1.06871,1.14067,1.25014,1.39167,1.54572,1.67863,1.7488,1.74652,1.73927,1.72055,1.6805,1.60854,1.49906,1.35753,1.20349,1.07054,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1.00008,1.00065,1.00294,1.01018,1.0289,1.06895,1.14086,1.24984,1.38791,1.52507,1.6073,1.60673,1.60444,1.59719,1.57848,1.53843,1.46652,1.35753,1.21946,1.0823,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00012,1.00069,1.00298,1.01023,1.02894,1.06895,1.14046,1.24626,1.36745,1.44974,1.44963,1.44906,1.44677,1.43952,1.42081,1.3808,1.30929,1.20349,1.0823,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00002,1.00013,1.0007,1.00298,1.01023,1.02892,1.06865,1.13771,1.22924,1.29978,1.29976,1.29965,1.29908,1.2968,1.28955,1.27086,1.23113,1.16207,1.07054,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00002,1.00013,1.0007,1.00298,1.01022,1.02875,1.06691,1.12577,1.1775,1.1775,1.17748,1.17737,1.1768,1.17452,1.16728,1.14875,1.11059,1.05173,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00002,1.00013,1.0007,1.00298,1.01014,1.02783,1.05987,1.0922,1.0922,1.0922,1.09218,1.09207,1.0915,1.08922,1.08206,1.06437,1.03233,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00002,1.00013,1.0007,1.00295,1.00974,1.02437,1.04149,1.04149,1.04149,1.04149,1.04147,1.04136,1.04079,1.03854,1.03175,1.01712,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00002,1.00013,1.00069,1.00281,1.00834,1.01595,1.01595,1.01595,1.01595,1.01595,1.01594,1.01583,1.01526,1.01314,1.00761,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00002,1.00012,1.00065,1.00235,1.00516,1.00516,1.00516,1.00516,1.00516,1.00515,1.00514,1.00503,1.00451,1.0028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1.00002,1.00012,1.00053,1.00137,1.00137,1.00137,1.00137,1.00137,1.00137,1.00137,1.00136,1.00126,1.00084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
